"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","income"
1995,"LA","Louisiana",4342000,43741,740,1855,11662,29484,246132,53481,166667,25984,"27,949"
1995,"MA","Massachusetts",6074000,41739,217,1759,9137,30626,221971,49669,135586,36716,"38,574"
1995,"MD","Maryland",5042000,49757,596,2130,21334,25697,267625,53320,178126,36179,"41,041"
1995,"ME","Maine",1241000,1631,25,265,334,1007,39132,9015,28444,1673,"33,858"
1995,"MI","Michigan",9549000,65680,808,5917,17885,41070,429223,86872,280712,61639,"36,426"
1995,"MN","Minnesota",4610000,16416,182,2593,5702,7939,190911,36756,138414,15741,"37,933"
1995,"MO","Missouri",5324000,35339,469,1711,10863,22296,237278,49649,162430,25199,"34,825"
1995,"MS","Mississippi",2697000,13560,348,1054,3530,8628,108195,30505,67967,9723,"26,538"
1995,"MT","Montana",870000,1491,35,231,253,972,40246,5060,32797,2389,"27,757"
1995,"NC","North Carolina",7195000,46508,677,2320,12896,30615,359256,101995,234911,22350,"31,979"
1995,"ND","North Dakota",641000,556,6,146,64,340,17817,2248,14421,1148,"29,089"
1995,"NE","Nebraska",1637000,6253,48,317,1067,4821,68140,10344,52044,5752,"32,929"
1995,"NH","New Hampshire",1148000,1314,21,333,314,646,29170,4806,22698,1666,"39,171"
1995,"NJ","New Jersey",7945000,47652,409,1927,22486,22830,326056,69533,206339,50184,"43,924"
1995,"NM","New Mexico",1685000,13804,148,954,2604,10098,94508,24383,61478,8647,"25,991"
1995,"NV","Nevada",1530000,14461,163,937,4966,8395,86203,20235,54563,11405,"36,084"
1995,"NY","New York",18136000,152683,1550,4290,72492,74351,674342,146562,425184,102596,"33,028"
1995,"OH","Ohio",11151000,53799,600,4835,19931,28433,437424,93539,297624,46261,"34,941"
1995,"OK","Oklahoma",3278000,21770,400,1461,3788,16121,161693,41694,103727,16272,"26,311"
1995,"OR","Oregon",3141000,16408,129,1309,4332,10638,189765,34640,133075,22050,"36,374"
1995,"PA","Pennsylvania",12072000,51586,755,3046,22858,24927,354623,67815,236991,49817,"34,524"
1995,"RI","Rhode Island",990000,3643,33,267,914,2429,38378,9234,24780,4364,"35,359"
1995,"SC","South Carolina",3673000,36067,292,1737,6461,27577,186656,46083,126416,14157,"29,071"
1995,"SD","South Dakota",729000,1513,13,299,189,1012,20799,3942,15976,881,"29,578"
1995,"TN","Tennessee",5256000,40549,557,2477,11732,25783,241315,60086,147143,34086,"29,015"
1995,"TX","Texas",18724000,124303,1693,8563,33667,80380,940033,202642,632468,104923,"32,039"
1995,"UT","Utah",1951000,6415,76,834,1309,4196,112417,15623,89202,7592,"36,480"
1995,"VA","Virginia",6618000,23921,503,1799,8718,12901,240084,39388,181333,19363,"36,222"
1995,"VT","Vermont",585000,692,13,165,64,450,19395,4451,14150,794,"33,824"
1995,"WA","Washington",5431000,26300,275,3214,7209,15602,314213,59265,224861,30087,"35,568"
1995,"WI","Wisconsin",5123000,14399,219,1194,5384,7602,184665,31416,134623,18626,"40,955"
1995,"WV","West Virginia",1828000,3842,89,388,781,2584,41093,10329,27724,3040,"24,880"
1995,"WY","Wyoming",480000,1220,10,165,86,959,19517,2938,15774,805,"31,529"
1996,"USA","United States",265228572,1688540,19645,96252,535594,1037049,11805323,2506400,7904685,1394238,"35,492"
1996,"AK","Alaska",607000,4417,45,398,710,3264,28667,5118,20557,2992,"52,779"
1996,"AL","Alabama",4273000,24159,444,1397,7124,15194,181803,42821,123350,15632,"30,302"
1996,"AR","Arkansas",2510000,13161,219,1046,2864,9032,104790,23925,73010,7855,"27,123"
1996,"AZ","Arizona",4428000,27963,377,1381,7429,18776,284964,55630,188300,41034,"31,637"
1996,"CA","California",31878000,274996,2916,10244,94222,167614,1385135,312212,830457,242466,"38,812"
1996,"CO","Colorado",3823000,15463,180,1765,3755,9763,180218,34436,130576,15206,"40,950"
1996,"CT","Connecticut",3274000,13490,158,755,5552,7025,124924,27574,81328,16022,"42,119"
1996,"DC","District of Columbia",543000,13411,397,260,6444,6310,51188,9828,31385,9975,"31,966"
1996,"DE","Delaware",725000,4845,31,454,1304,3056,30643,5830,21665,3148,"39,309"
1996,"FL","Florida",14400000,151350,1077,7508,41643,101122,928273,219056,605448,103769,"30,641"
1996,"GA","Georgia",7353000,46966,630,2357,15100,28879,416986,81968,288803,46215,"32,496"
1996,"HI","Hawaii",1184000,3322,40,326,1606,1350,74639,12781,54701,7157,"41,772"
1996,"IA","Iowa",2852000,7771,53,561,1286,5871,96296,18954,71893,5449,"33,209"
1996,"ID","Idaho",1189000,3177,43,313,241,2580,44532,8431,33872,2229,"34,709"
1996,"IL","Illinois",11847000,105482,1179,4548,33106,66649,524777,108185,358515,58077,"39,554"
1996,"IN","Indiana",5841000,31366,420,1992,7249,21705,231376,45782,160777,24817,"35,147"
1996,"KS","Kansas",2572000,10642,170,1096,2476,6900,109772,25239,78145,6388,"32,585"
1996,"KY","Kentucky",3884000,12448,228,1230,3643,7347,110531,26736,73653,10142,"32,413"
1996,"LA","Louisiana",4351000,40426,762,1805,12036,25823,257130,56379,173271,27480,"30,262"
1996,"MA","Massachusetts",6092000,39122,157,1767,7778,29420,194636,42896,119562,32178,"39,494"
1996,"MD","Maryland",5072000,47230,588,1905,19944,24793,260231,50331,173817,36083,"43,993"
1996,"ME","Maine",1243000,1553,25,260,292,976,40636,9303,29557,1776,"34,696"
1996,"MI","Michigan",9594000,60951,722,5466,16907,37856,430020,85908,276909,67203,"39,225"
1996,"MN","Minnesota",4658000,15782,167,2327,5385,7903,192109,35515,138671,17923,"40,991"
1996,"MO","Missouri",5359000,31669,433,1566,9142,20528,240781,47919,168870,23992,"34,265"
1996,"MS","Mississippi",2716000,13261,301,981,3646,8333,109581,30755,69299,9527,"26,677"
1996,"MT","Montana",879000,1415,34,238,261,882,38084,4908,30928,2248,"28,684"
1996,"NC","North Carolina",7323000,43068,619,2289,12001,28159,361616,98539,238511,24566,"35,601"
1996,"ND","North Dakota",644000,541,14,155,71,301,16648,1991,13433,1224,"31,470"
1996,"NE","Nebraska",1652000,7182,48,447,1052,5635,66110,10152,50315,5643,"34,014"
1996,"NH","New Hampshire",1162000,1373,20,404,317,632,31436,5063,24611,1762,"39,407"
1996,"NJ","New Jersey",7988000,42459,338,1976,18838,21307,303657,63259,193961,46437,"47,468"
1996,"NM","New Mexico",1713000,14399,197,1088,2782,10332,98698,23586,65139,9973,"25,086"
1996,"NV","Nevada",1603000,13005,220,856,4931,6998,83047,19558,52295,11194,"38,540"
1996,"NY","New York",18185000,132206,1353,4174,61822,64857,619250,129828,399522,89900,"35,410"
1996,"OH","Ohio",11173000,47896,538,4617,18336,24405,449935,93336,311071,45528,"34,070"
1996,"OK","Oklahoma",3301000,19710,223,1545,3519,14423,166892,41447,109506,15939,"27,437"
1996,"OR","Oregon",3204000,14837,129,1272,3914,9522,177295,31664,128618,17013,"35,492"
1996,"PA","Pennsylvania",12056000,57905,686,3034,22784,31401,370851,71357,250758,48736,"34,899"
1996,"RI","Rhode Island",990000,3437,25,287,824,2301,36099,8135,23367,4597,"36,986"
1996,"SC","South Carolina",3699000,36875,332,1821,6361,28361,192986,47487,129650,15849,"34,665"
1996,"SD","South Dakota",732000,1297,9,300,138,850,20443,4077,15532,834,"29,526"
1996,"TN","Tennessee",5320000,41175,503,2475,11902,26295,248729,61896,152405,34428,"30,790"
1996,"TX","Texas",19128000,123270,1477,8376,32804,80613,968732,204390,659414,104928,"33,072"
1996,"UT","Utah",2e+06,6638,63,836,1377,4362,113079,16965,87542,8572,"37,038"
1996,"VA","Virginia",6675000,22782,500,1783,8181,12318,242100,39255,184237,18608,"39,211"
1996,"VT","Vermont",589000,714,11,159,91,453,16973,3964,12124,885,"32,358"
1996,"WA","Washington",5533000,23857,255,2828,6587,14187,303111,58512,215706,28893,"36,676"
1996,"WI","Wisconsin",5160000,13039,204,1086,4982,6767,184143,30356,135941,17846,"40,001"
1996,"WV","West Virginia",1826000,3836,69,358,737,2672,41510,9979,28300,3231,"25,247"
1996,"WY","Wyoming",481000,1201,16,140,98,947,19261,3184,15408,669,"30,953"
1997,"USA","United States",267783607,1636099,18211,96153,498534,1023201,11558975,2461026,7743760,1354189,"37,005"
1997,"AK","Alaska",609000,4270,54,403,648,3165,27840,4276,20780,2784,"47,994"
1997,"AL","Alabama",4319000,24379,426,1396,6931,15626,186809,43786,127616,15407,"31,939"
1997,"AR","Arkansas",2523000,13293,250,1098,2814,9131,105759,25568,72253,7938,"26,162"
1997,"AZ","Arizona",4555000,28411,375,1492,7547,18997,299323,60077,195045,44201,"32,740"
1997,"CA","California",32268000,257582,2579,10189,81468,163346,1312367,299240,784405,228722,"39,694"
1997,"CO","Colorado",3893000,14139,157,1677,3242,9063,166902,30994,119801,16107,"43,233"
1997,"CT","Connecticut",3270000,12781,124,740,4999,6918,117505,24143,78821,14541,"43,985"
1997,"DC","District of Columbia",529000,10708,301,218,4501,5688,41341,6963,26809,7569,"31,860"
1997,"DE","Delaware",732000,5753,22,428,1783,3520,36578,6421,25904,4253,"43,033"
1997,"FL","Florida",14654000,149996,1012,7599,40459,100926,915613,213926,594492,107195,"32,455"
1997,"GA","Georgia",7486000,45408,563,2328,15473,27044,388155,81320,262263,44572,"36,663"
1997,"HI","Hawaii",1187000,3299,47,371,1403,1478,68193,12741,48984,6468,"40,934"
1997,"IA","Iowa",2852000,8841,52,579,1593,6617,99986,22003,71301,6682,"33,783"
1997,"ID","Idaho",1210000,3107,39,350,237,2481,44388,9175,32784,2429,"33,404"
1997,"IL","Illinois",11896000,102476,1096,4415,33123,63842,509113,103550,350140,55423,"41,283"
1997,"IN","Indiana",5864000,30179,430,1928,7763,20058,231723,48182,158442,25099,"38,889"
1997,"KS","Kansas",2595000,11151,150,1179,2535,7287,122553,24292,91823,6438,"36,471"
1997,"KY","Kentucky",3908000,12386,228,1304,3546,7308,109819,26638,73487,9694,"33,452"
1997,"LA","Louisiana",4352000,37248,682,1799,10407,24360,243423,53935,163114,26374,"33,260"
1997,"MA","Massachusetts",6118000,39411,119,1647,6676,30969,185437,40491,115494,29452,"42,023"
1997,"MD","Maryland",5094000,43127,502,1814,17157,23654,244842,47918,166256,30668,"46,685"
1997,"ME","Maine",1242000,1500,25,254,257,964,37396,8241,27513,1642,"32,772"
1997,"MI","Michigan",9774000,57663,759,5070,14934,36900,422916,80726,276863,65327,"38,742"
1997,"MN","Minnesota",4686000,15827,129,2446,5373,7879,191006,35265,137872,17869,"42,564"
1997,"MO","Missouri",5402000,31192,426,1525,8430,20811,228889,46900,155472,26517,"36,553"
1997,"MS","Mississippi",2731000,12808,358,1065,3741,7644,113644,32429,71887,9328,"28,499"
1997,"MT","Montana",879000,1161,42,171,179,769,37592,5002,30411,2179,"29,212"
1997,"NC","North Carolina",7425000,45071,614,2348,12817,29292,362672,100002,238228,24442,"35,840"
1997,"ND","North Dakota",641000,559,6,159,41,353,16821,2300,13367,1154,"31,661"
1997,"NE","Nebraska",1657000,7265,50,406,1097,5712,63717,9813,48363,5541,"34,692"
1997,"NH","New Hampshire",1173000,1328,16,395,274,643,29635,4612,23430,1593,"40,998"
1997,"NJ","New Jersey",8053000,39673,337,1729,16957,20650,287038,60894,184979,41165,"48,021"
1997,"NM","New Mexico",1730000,14762,134,872,2966,10790,104721,25126,67188,12407,"30,086"
1997,"NV","Nevada",1677000,13395,187,1005,5071,7132,88307,21975,53112,13220,"38,854"
1997,"NY","New York",18137000,124890,1093,4075,56094,63628,584438,118306,386435,79697,"35,798"
1997,"OH","Ohio",11186000,48706,523,4566,17755,25862,455799,94972,315908,45419,"36,134"
1997,"OK","Oklahoma",3317000,18560,229,1517,3446,13368,163698,40015,109039,14644,"31,351"
1997,"OR","Oregon",3243000,14412,95,1306,3811,9200,188916,33507,136129,19280,"37,247"
1997,"PA","Pennsylvania",12020000,53140,705,3289,18788,30358,359323,68218,246892,44213,"37,517"
1997,"RI","Rhode Island",987000,3292,25,363,707,2197,32777,7083,21499,4195,"34,797"
1997,"SC","South Carolina",3760000,37235,314,1837,6624,28460,193402,46322,131325,15755,"34,262"
1997,"SD","South Dakota",738000,1457,10,357,172,918,22491,4088,17545,858,"29,694"
1997,"TN","Tennessee",5368000,42389,511,3056,11487,27335,253484,62899,156843,33742,"30,636"
1997,"TX","Texas",19439000,117126,1327,8011,30522,77266,948231,201059,645451,101721,"35,075"
1997,"UT","Utah",2059000,6878,50,977,1408,4443,116569,18335,89090,9144,"42,775"
1997,"VA","Virginia",6734000,23249,488,1819,8384,12558,237773,38475,180406,18892,"42,957"
1997,"VT","Vermont",589000,705,9,156,79,461,15953,3611,11542,800,"35,053"
1997,"WA","Washington",5610000,24724,244,2885,6734,14864,307742,62064,213823,31855,"44,562"
1997,"WI","Wisconsin",5170000,13988,205,1048,5214,7521,176145,29503,131002,15640,"39,595"
1997,"WV","West Virginia",1816000,3971,75,355,782,2759,40868,10647,26934,3287,"27,488"
1997,"WY","Wyoming",480000,1225,17,137,85,986,18843,2998,15198,647,"33,423"
1998,"USA","United States",270248003,1533887,16974,93144,447186,976583,10951827,2332735,7376311,1242781,"38,885"
1998,"AK","Alaska",614000,4015,41,421,532,3021,25316,4098,18611,2607,"50,692"
1998,"AL","Alabama",4352000,22286,354,1443,5698,14791,177779,41965,120943,14871,"36,266"
1998,"AR","Arkansas",2538000,12442,201,893,2442,8906,96271,23559,65525,7187,"27,665"
1998,"AZ","Arizona",4669000,26984,376,1451,7715,17442,280001,56473,183137,40391,"37,090"
1998,"CA","California",32667000,229883,2171,9782,68782,149148,1188791,269012,724262,195517,"40,934"
1998,"CO","Colorado",3971000,15008,183,1883,3238,9704,163189,31231,115871,16087,"46,599"
1998,"CT","Connecticut",3274000,11993,135,728,4379,6751,111978,21801,77472,12705,"46,508"
1998,"DC","District of Columbia",523000,8988,260,190,3606,4932,37222,6361,24360,6501,"33,433"
1998,"DE","Delaware",744000,5672,21,499,1445,3707,34230,6395,24649,3186,"41,458"
1998,"FL","Florida",14916000,140016,967,7404,36198,95447,887107,203105,579752,104250,"34,909"
1998,"GA","Georgia",7642000,43762,618,2322,14308,26514,373717,75720,255459,42538,"38,665"
1998,"HI","Hawaii",1193000,2946,24,352,1225,1345,60677,11169,43914,5594,"40,827"
1998,"IA","Iowa",2862000,8916,54,728,1456,6678,91272,19282,66016,5974,"37,019"
1998,"ID","Idaho",1229000,3468,36,386,264,2782,42185,8518,31385,2282,"36,680"
1998,"IL","Illinois",12045000,97291,1008,4095,29927,62261,487915,97792,337191,52932,"43,178"
1998,"IN","Indiana",5899000,25423,454,1952,6561,16456,220529,46552,152790,21187,"39,731"
1998,"KS","Kansas",2629000,10972,173,1128,2287,7384,117114,24984,85329,6801,"36,711"
1998,"KY","Kentucky",3936000,12909,237,1107,3468,8097,109721,27998,71971,9752,"36,252"
1998,"LA","Louisiana",4369000,34057,560,1609,8651,23237,232378,51210,157507,23661,"31,735"
1998,"MA","Massachusetts",6147000,38192,124,1687,5938,30443,173011,37333,109275,26403,"42,345"
1998,"MD","Maryland",5135000,40903,513,1714,15339,23337,234624,47393,159019,28212,"50,016"
1998,"ME","Maine",1244000,1566,26,225,263,1052,36261,8295,26457,1509,"35,640"
1998,"MI","Michigan",9817000,60947,721,4946,15293,39987,398773,82249,258186,58338,"41,821"
1998,"MN","Minnesota",4725000,14656,121,2358,4371,7806,176541,32486,128689,15366,"47,926"
1998,"MO","Missouri",5439000,30222,399,1463,8116,20244,232284,47455,160363,24466,"40,201"
1998,"MS","Mississippi",2752000,11302,315,1026,3394,6567,109345,31498,68525,9322,"29,120"
1998,"MT","Montana",880000,1797,18,235,232,1312,36564,4575,29940,2049,"31,577"
1998,"NC","North Carolina",7546000,43723,612,2311,12133,28667,357892,99951,233325,24616,"35,838"
1998,"ND","North Dakota",638000,570,7,212,65,286,16535,2274,13134,1127,"30,304"
1998,"NE","Nebraska",1663000,7507,51,417,1290,5749,65752,10544,49420,5788,"36,413"
1998,"NH","New Hampshire",1185000,1270,18,400,255,597,27405,3852,22079,1474,"44,958"
1998,"NJ","New Jersey",8115000,35720,325,1623,15109,18663,260810,54459,171166,35185,"49,826"
1998,"NM","New Mexico",1737000,16700,190,957,2839,12714,100011,24213,65031,10767,"31,543"
1998,"NV","Nevada",1747000,11244,170,911,4453,5710,81006,19873,47367,13766,"39,756"
1998,"NY","New York",18175000,115915,924,3843,49125,62023,536287,104821,363295,68171,"37,394"
1998,"OH","Ohio",11209000,40628,443,4543,14960,20682,444438,90805,310612,43021,"38,925"
1998,"OK","Oklahoma",3347000,18053,204,1513,3078,13258,149426,38268,97593,13565,"33,727"
1998,"OR","Oregon",3282000,13778,126,1307,3452,8893,171545,30442,123841,17262,"39,067"
1998,"PA","Pennsylvania",12001000,50470,633,3223,19787,26827,342318,63777,235873,42668,"39,015"
1998,"RI","Rhode Island",988000,3084,24,351,659,2050,31672,6452,21391,3829,"40,686"
1998,"SC","South Carolina",3836000,34647,306,1753,5943,26645,186960,44600,126412,15948,"33,267"
1998,"SD","South Dakota",738000,1139,10,258,149,722,18227,3458,14006,763,"32,786"
1998,"TN","Tennessee",5431000,38832,460,2485,9667,26220,234588,58432,148057,28099,"34,091"
1998,"TX","Texas",19760000,111566,1346,7913,28677,73630,898496,194883,606967,96646,"35,783"
1998,"UT","Utah",2100000,6599,65,875,1385,4274,109025,17070,84255,7700,"44,299"
1998,"VA","Virginia",6791000,22115,422,1810,7171,12712,226461,38094,170012,18355,"43,354"
1998,"VT","Vermont",591000,628,13,163,56,396,17924,3966,13084,874,"39,372"
1998,"WA","Washington",5689000,24380,224,2740,6577,14839,309419,60446,213773,35200,"47,421"
1998,"WI","Wisconsin",5224000,13009,190,1037,4474,7308,172084,29740,128134,14210,"41,327"
1998,"WV","West Virginia",1811000,4503,78,339,676,3410,41627,11110,27127,3390,"26,704"
1998,"WY","Wyoming",481000,1191,23,133,78,957,17124,2696,13759,669,"35,250"
1999,"USA","United States",272690813,1426044,15522,89411,409371,911740,10208334,2100739,6955520,1152075,"40,696"
1999,"AK","Alaska",619500,3908,52,517,566,2773,23099,3787,16654,2658,"51,396"
1999,"AL","Alabama",4369862,21421,345,1513,5297,14266,171398,38648,119616,13134,"36,251"
1999,"AR","Arkansas",2551373,10848,143,710,2024,7971,92283,21692,63927,6664,"29,682"
1999,"AZ","Arizona",4778332,26334,384,1383,7288,17279,255401,49423,167731,38247,"36,995"
1999,"CA","California",33145121,207879,2005,9363,60039,136472,1053285,223814,660991,168480,"43,629"
1999,"CO","Colorado",4056133,13811,185,1679,3056,8891,151002,26979,109228,14795,"48,177"
1999,"CT","Connecticut",3282031,11342,107,654,4054,6527,99894,19298,69299,11297,"50,593"
1999,"DC","District of Columbia",519000,8448,241,248,3344,4615,33420,5067,21701,6652,"38,670"
1999,"DE","Delaware",753538,5534,24,529,1492,3489,30922,5245,22634,3043,"46,628"
1999,"FL","Florida",15111244,129044,859,6990,31969,89226,808674,181378,534105,93191,"35,831"
1999,"GA","Georgia",7788240,41585,583,2319,12962,25721,359383,71429,247834,40120,"39,425"
1999,"HI","Hawaii",1185497,2785,44,354,1044,1343,54539,9421,40458,4660,"44,504"
1999,"IA","Iowa",2869413,8034,43,780,1051,6160,84463,17012,62316,5135,"41,098"
1999,"ID","Idaho",1251700,3066,25,417,223,2401,36363,7641,26824,1898,"35,800"
1999,"IL","Illinois",12128370,83621,939,4297,26365,52020,463939,86317,320954,56668,"46,330"
1999,"IN","Indiana",5942901,22261,391,1607,6496,13767,201547,42463,138794,20290,"40,838"
1999,"KS","Kansas",2654052,10159,160,1065,2047,6887,107644,21874,79722,6048,"37,348"
1999,"KY","Kentucky",3960825,12212,203,1148,3104,7757,104768,25180,70719,8869,"33,738"
1999,"LA","Louisiana",4372035,32033,468,1448,7591,22526,219219,47775,149749,21695,"32,654"
1999,"MA","Massachusetts",6175169,34023,122,1663,5931,26307,167437,32964,108845,25628,"44,005"
1999,"MD","Maryland",5171634,38447,465,1551,13636,22795,215973,43230,147296,25447,"52,205"
1999,"ME","Maine",1253040,1404,25,239,243,897,34618,7532,25392,1694,"38,862"
1999,"MI","Michigan",9863775,56709,695,4849,14103,37062,369887,76736,236351,56800,"46,089"
1999,"MN","Minnesota",4775508,13085,134,2038,3917,6996,158717,27706,117736,13275,"47,038"
1999,"MO","Missouri",5468338,27353,359,1439,7149,18406,223010,42476,157550,22984,"41,383"
1999,"MS","Mississippi",2768619,9671,213,1156,3091,5211,108560,29109,65919,13532,"32,478"
1999,"MT","Montana",882779,2090,22,293,239,1536,29103,3876,23353,1874,"31,038"
1999,"NC","North Carolina",7650789,41474,552,2155,12087,26680,354497,98457,230463,25577,"37,254"
1999,"ND","North Dakota",633666,424,10,142,56,216,14748,2337,11375,1036,"32,663"
1999,"NE","Nebraska",1666028,7167,60,414,1264,5429,61277,10158,45679,5440,"38,626"
1999,"NH","New Hampshire",1201134,1159,18,345,257,539,26247,3698,21195,1354,"46,055"
1999,"NJ","New Jersey",8143412,33540,287,1409,14243,17601,243333,46998,160978,35357,"49,734"
1999,"NM","New Mexico",1739844,14520,170,944,2579,10827,89220,21481,59613,8126,"32,574"
1999,"NV","Nevada",1809253,10311,165,943,4209,4994,73874,17613,43167,13094,"41,461"
1999,"NY","New York",18196601,107147,903,3563,43821,58860,489596,93217,338118,58261,"39,989"
1999,"OH","Ohio",11256654,35616,397,4129,14405,16685,414264,87023,288049,39192,"39,489"
1999,"OK","Oklahoma",3358044,17066,231,1375,2785,12675,140220,34472,93616,12132,"32,683"
1999,"OR","Oregon",3316154,12432,88,1219,2858,8267,153434,26749,113052,13633,"40,619"
1999,"PA","Pennsylvania",11994016,50431,592,3279,18670,27890,323021,56037,227750,39234,"37,758"
1999,"RI","Rhode Island",990819,2840,36,391,788,1625,32657,6341,22284,4032,"42,719"
1999,"SC","South Carolina",3885736,32920,258,1587,5760,25315,173987,39630,119912,14445,"36,462"
1999,"SD","South Dakota",733133,1227,18,336,103,770,18159,3255,14043,861,"35,828"
1999,"TN","Tennessee",5483535,38111,391,2415,8598,26707,219302,51362,142685,25255,"36,522"
1999,"TX","Texas",20044141,112306,1217,7614,29405,74070,896261,190362,613862,92037,"38,688"
1999,"UT","Utah",2129836,5869,44,806,1158,3861,100130,14592,78156,7382,"46,050"
1999,"VA","Virginia",6872912,21626,392,1720,6947,12567,210260,32411,159896,17953,"45,693"
1999,"VT","Vermont",593740,676,17,136,65,458,16059,3537,11610,912,"41,584"
1999,"WA","Washington",5756361,21716,171,2711,5808,13026,280793,54652,192334,33807,"45,473"
1999,"WI","Wisconsin",5250446,12908,179,1055,4449,7225,160154,25633,120702,13819,"45,667"
1999,"WV","West Virginia",1806928,6336,79,337,661,5259,42825,10303,28760,3762,"29,297"
1999,"WY","Wyoming",479602,1115,11,137,74,893,15468,2349,12523,596,"37,248"
2000,"USA","United States",281421906,1425486,15586,90178,408016,911706,10182584,2050992,6971590,1160002,"41,990"
2000,"AK","Alaska",626932,3554,27,497,490,2540,23087,3899,16838,2350,"52,847"
2000,"AL","Alabama",4447100,21620,329,1482,5702,14107,180539,40331,127399,12809,"35,424"
2000,"AR","Arkansas",2673400,11904,168,848,2001,8887,98115,21443,69740,6932,"29,697"
2000,"AZ","Arizona",5130632,27281,359,1577,7504,17841,271811,51902,176705,43204,"39,783"
2000,"CA","California",33871648,210531,2079,9785,60249,138418,1056183,222293,651855,182035,"46,816"
2000,"CO","Colorado",4301261,14367,134,1774,3034,9425,156937,27133,112843,16961,"48,240"
2000,"CT","Connecticut",3405565,11058,98,678,3832,6450,99033,17436,68498,13099,"50,172"
2000,"DC","District of Columbia",572059,8626,239,251,3554,4582,33000,4745,21655,6600,"41,222"
2000,"DE","Delaware",783600,5363,25,424,1394,3520,29727,5216,21360,3151,"50,365"
2000,"FL","Florida",15982378,129777,903,7057,31809,90008,780377,172898,518298,89181,"38,856"
2000,"GA","Georgia",8186453,41319,651,1968,13250,25450,347630,68488,240440,38702,"41,901"
2000,"HI","Hawaii",1211537,2954,35,346,1123,1450,60033,10665,43254,6114,"51,546"
2000,"IA","Iowa",2926324,7796,46,676,1071,6003,86834,16342,65118,5374,"40,991"
2000,"ID","Idaho",1293953,3267,16,384,223,2644,37961,7330,28545,2086,"37,611"
2000,"IL","Illinois",12419293,81196,898,3926,25641,50731,445278,81850,313161,50267,"46,064"
2000,"IN","Indiana",6080485,21230,352,1759,6282,12837,206905,41108,144707,21090,"40,865"
2000,"KS","Kansas",2688418,10470,169,1022,2048,7231,108057,21484,80077,6496,"41,059"
2000,"KY","Kentucky",4041769,11903,193,1091,3256,7363,107723,25308,73141,9274,"36,265"
2000,"LA","Louisiana",4468976,30440,560,1497,7532,20851,211904,46289,144345,21270,"30,718"
2000,"MA","Massachusetts",6349097,30230,125,1696,5815,22594,161901,30600,105425,25876,"46,753"
2000,"MD","Maryland",5296486,41663,430,1543,13560,26130,213422,39426,145423,28573,"54,535"
2000,"ME","Maine",1274923,1397,15,320,247,815,32003,6775,23906,1322,"37,266"
2000,"MI","Michigan",9938444,55159,669,5025,13712,35753,353297,69790,227783,55724,"45,512"
2000,"MN","Minnesota",4919479,13813,151,2240,3713,7709,157798,26116,118250,13432,"54,251"
2000,"MO","Missouri",5595211,27419,347,1351,7598,18123,225919,41685,159539,24695,"45,097"
2000,"MS","Mississippi",2844658,10267,255,1019,2703,6290,103644,26918,69758,6968,"34,299"
2000,"MT","Montana",902195,2807,20,308,203,2276,32198,3624,26678,1896,"32,777"
2000,"NC","North Carolina",8049313,40051,560,2181,12595,24715,355921,97888,232767,25266,"38,317"
2000,"ND","North Dakota",642200,523,4,169,56,294,14171,2093,11092,986,"35,996"
2000,"NE","Nebraska",1711263,5606,63,436,1147,3960,64479,10131,49118,5230,"41,750"
2000,"NH","New Hampshire",1235786,2167,22,522,453,1170,27901,4992,20761,2148,"50,926"
2000,"NJ","New Jersey",8414350,32298,289,1357,13553,17099,233637,43924,155562,34151,"50,405"
2000,"NM","New Mexico",1819046,13786,135,922,2499,10230,86605,21339,57925,7341,"35,093"
2000,"NV","Nevada",1998257,10474,129,860,4543,4942,74823,17526,44125,13172,"45,758"
2000,"NY","New York",18976457,105111,952,3530,40539,60090,483078,87946,340901,54231,"40,744"
2000,"OH","Ohio",11353140,37935,418,4271,15610,17636,420939,88636,293277,39026,"42,962"
2000,"OK","Oklahoma",3450654,17177,182,1422,2615,12958,140125,31661,96116,12348,"32,432"
2000,"OR","Oregon",3421399,12000,70,1286,2888,7756,153780,25618,114230,13932,"42,499"
2000,"PA","Pennsylvania",12281054,51584,602,3247,18155,29580,316274,54080,225869,36325,"42,176"
2000,"RI","Rhode Island",1048319,3121,45,412,922,1742,33323,6620,22038,4665,"42,197"
2000,"SC","South Carolina",4012012,33225,291,1660,6220,25054,181290,40319,125385,15586,"37,570"
2000,"SD","South Dakota",754844,1259,7,305,131,816,16252,2896,12558,798,"36,475"
2000,"TN","Tennessee",5689283,40233,410,2186,9465,28172,237985,56344,154111,27530,"34,096"
2000,"TX","Texas",20851820,113653,1238,7856,30257,74302,919658,188975,637522,93161,"38,609"
2000,"UT","Utah",2233169,5711,43,863,1242,3563,94247,14348,73438,6461,"47,550"
2000,"VA","Virginia",7078515,19943,401,1616,6295,11631,194405,30434,146158,17813,"47,163"
2000,"VT","Vermont",608827,691,9,140,117,425,17494,3501,13184,809,"39,594"
2000,"WA","Washington",5894121,21788,196,2737,5812,13043,279144,53476,190650,35018,"42,525"
2000,"WI","Wisconsin",5363675,12700,169,1165,4537,6829,159424,25183,119605,14636,"45,088"
2000,"WV","West Virginia",1808344,5723,46,331,749,4597,41344,9890,28139,3315,"29,411"
