"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","income"
1989,"NV","Nevada",1111000,6947,91,662,2784,3410,62732,15607,40686,6439,"29,340"
1989,"NY","New York",17950000,203042,2246,5242,103983,91571,926596,211130,544459,171007,"31,496"
1989,"OH","Ohio",10907000,51109,652,4872,18635,26950,465143,111057,306609,47477,"29,021"
1989,"OK","Oklahoma",3224000,15847,210,1209,4070,10358,161558,50411,92270,18877,"23,667"
1989,"OR","Oregon",2820000,14625,134,1314,4282,8895,159119,40197,103690,15232,"28,529"
1989,"PA","Pennsylvania",12040000,45586,753,2963,18025,23845,359008,85925,216566,56517,"28,690"
1989,"RI","Rhode Island",998000,3772,49,266,1122,2335,48372,12045,27104,9223,"30,124"
1989,"SC","South Carolina",3512000,28576,320,1632,4574,22050,168772,48914,107845,12013,"23,798"
1989,"SD","South Dakota",715000,969,9,229,84,647,18230,3394,14057,779,"24,108"
1989,"TN","Tennessee",4940000,27118,417,2270,7926,16505,195854,59621,109908,26325,"22,611"
1989,"TX","Texas",16991000,111889,2029,7951,37913,63996,1234977,342346,741660,150971,"25,886"
1989,"UT","Utah",1707000,4417,45,489,898,2985,92577,15311,73210,4056,"30,717"
1989,"VA","Virginia",6098000,19057,480,1638,6494,10445,237757,46156,172645,18956,"34,118"
1989,"VT","Vermont",567000,753,11,131,102,509,22429,5835,15466,1128,"31,295"
1989,"WA","Washington",4761000,22460,209,2938,6672,12641,291472,73563,196122,21787,"31,961"
1989,"WI","Wisconsin",4867000,10834,176,993,3659,6006,191869,35683,140040,16146,"29,123"
1989,"WV","West Virginia",1857000,2724,121,347,793,1463,41154,11635,26608,2911,"21,677"
1989,"WY","Wyoming",475000,1227,21,134,81,991,17246,3001,13593,652,"29,521"
1990,"USA","United States",249464396,1820127,23438,102555,639271,1054863,12655486,3073909,7945670,1635907,"29,943"
1990,"AK","Alaska",550043,2885,41,401,422,2021,25457,4919,17428,3110,"39,298"
1990,"AL","Alabama",4040587,28630,467,1319,5805,21039,169974,44585,111336,14053,"23,357"
1990,"AR","Arkansas",2350725,12511,241,1019,2661,8590,101897,28464,66630,6803,"22,786"
1990,"AZ","Arizona",3665228,23911,284,1500,5897,16230,265229,61206,172375,31648,"29,224"
1990,"CA","California",29760021,311051,3553,12688,112208,182602,1654186,400392,951580,302214,"33,290"
1990,"CO","Colorado",3294394,17328,138,1521,2985,12684,182106,39822,128172,14112,"30,733"
1990,"CT","Connecticut",3287116,18201,166,918,7717,9400,158867,40355,94485,24027,"38,870"
1990,"DC","District of Columbia",606900,14919,472,303,7365,6779,50470,12035,30326,8109,"27,392"
1990,"DE","Delaware",666168,4365,33,587,1098,2647,31344,6465,21922,2957,"30,804"
1990,"FL","Florida",12937926,160990,1379,6781,53928,98902,978944,280832,591210,106902,"26,685"
1990,"GA","Georgia",6478216,48996,767,3472,17067,27690,389165,104905,240623,43637,"27,561"
1990,"HI","Hawaii",1108229,3113,44,360,1013,1696,64563,13611,46735,4217,"38,921"
1990,"IA","Iowa",2776755,8321,54,510,1089,6668,105550,22448,78384,4718,"27,288"
1990,"ID","Idaho",1006749,2776,27,275,151,2323,38069,8187,28216,1666,"25,305"
1990,"IL","Illinois",11430602,110575,1182,4505,45038,59850,567841,121506,372862,73473,"32,542"
1990,"IN","Indiana",5544159,26275,344,2103,5619,18209,233376,52297,156741,24338,"26,928"
1990,"KS","Kansas",2477574,11093,98,1002,2914,7079,117571,28901,80361,8309,"29,917"
1990,"KY","Kentucky",3685296,14386,264,1068,2545,10509,107208,28264,71594,7350,"24,780"
1990,"LA","Louisiana",4219973,37914,724,1781,11387,24022,235822,60677,149752,25393,"22,405"
1990,"MA","Massachusetts",6016425,44300,243,2030,13062,28965,274442,66942,151933,55567,"36,247"
1990,"MD","Maryland",4781468,43940,552,2185,17394,23809,234842,53549,147407,33886,"38,857"
1990,"ME","Maine",1227928,1759,30,242,308,1179,43647,10106,31372,2169,"27,464"
1990,"MI","Michigan",9295297,73468,971,7209,21752,43536,483764,106275,311153,66336,"29,937"
1990,"MN","Minnesota",4375099,13392,117,1487,4057,7731,185185,39691,129500,15994,"31,465"
1990,"MO","Missouri",5117073,36602,449,1663,11073,23417,225422,54536,143287,27599,"27,332"
1990,"MT","Montana",799065,1273,39,195,173,866,34702,5666,27098,1938,"23,375"
1990,"NC","North Carolina",6628637,41332,711,2272,10082,28267,322306,101444,202059,18803,"26,329"
1990,"ND","North Dakota",638800,472,5,114,50,303,18196,2725,14621,850,"25,264"
1990,"NE","Nebraska",1578385,5209,43,473,807,3886,61290,11424,47054,2812,"27,482"
1990,"NH","New Hampshire",1109252,1459,21,386,302,750,38976,8158,28111,2707,"40,805"
1990,"NJ","New Jersey",7730188,50057,432,2307,23269,24049,371023,78628,219767,72628,"38,734"
1990,"NM","New Mexico",1515069,11821,139,753,1744,9185,89448,26343,58004,5101,"25,039"
1990,"NV","Nevada",1201833,7222,116,748,2864,3494,65652,16434,42097,7121,"32,023"
1990,"NY","New York",17990455,212458,2605,5368,112380,92105,932416,208813,536012,187591,"31,591"
1990,"OH","Ohio",10847115,54904,663,5075,20451,28715,470469,106575,310673,53221,"30,013"
1990,"OK","Oklahoma",3145585,17222,253,1479,3836,11654,158889,45531,94432,18926,"24,384"
1990,"OR","Oregon",2842321,14405,108,1332,4102,8863,146073,32273,100765,13035,"29,281"
1990,"PA","Pennsylvania",11881643,51213,801,3068,20930,26414,361805,86624,215119,60062,"29,005"
1990,"RI","Rhode Island",1003464,4334,48,248,1224,2814,49378,12755,27046,9577,"31,968"
1990,"SC","South Carolina",3486703,34050,390,1873,5313,26474,176729,48132,115144,13453,"28,735"
1990,"SD","South Dakota",696004,1133,14,239,86,794,19116,3671,14678,767,"24,571"
1990,"TN","Tennessee",4877185,32698,511,2415,9325,20447,213648,61646,124127,27875,"22,592"
1990,"TX","Texas",16986510,129343,2389,8750,44297,73907,1200151,314512,731224,154415,"28,228"
1990,"UT","Utah",1722850,4892,52,651,980,3209,92620,15172,73352,4096,"30,142"
1990,"VA","Virginia",6187358,21694,545,1915,7626,11608,253063,45236,187564,20263,"35,073"
1990,"VT","Vermont",562758,716,13,146,66,491,23713,6119,16424,1170,"31,098"
1990,"WA","Washington",4866692,24410,238,3115,6326,14731,278440,61460,195221,21759,"32,112"
1990,"WI","Wisconsin",4891769,12948,225,1013,5514,6196,202052,36755,144924,20373,"30,711"
1990,"WV","West Virginia",1793477,3036,102,423,680,1831,41855,11785,27310,2760,"22,137"
1990,"WY","Wyoming",453588,1367,22,134,72,1139,17732,2862,14194,676,"29,460"
1991,"USA","United States",252153092,1911767,24703,106593,687732,1092739,12961116,3157150,8142228,1661738,"30,126"
1991,"AK","Alaska",570000,3499,42,523,645,2289,29000,5582,20375,3043,"40,612"
1991,"AL","Alabama",4089000,34518,469,1455,6246,26348,184882,51873,118151,14858,"24,346"
1991,"AR","Arkansas",2372000,14072,264,1058,3217,9533,108677,29093,71487,8097,"23,435"
1991,"AZ","Arizona",3750000,25152,291,1590,6215,17056,252559,60281,159987,32291,"30,737"
1991,"CA","California",30380000,331122,3859,12896,124939,189428,1726391,424656,986120,315615,"33,664"
1991,"CO","Colorado",3377000,18887,199,1588,3628,13472,186235,39117,132717,14401,"31,499"
1991,"CT","Connecticut",3291000,17761,187,960,7384,9230,158770,39198,93384,26188,"42,154"
1991,"DC","District of Columbia",598000,14671,482,214,7269,6706,49722,12405,29182,8135,"29,885"
1991,"DE","Delaware",680000,4857,37,588,1460,2772,35055,7668,24836,2551,"32,585"
1991,"FL","Florida",13277000,157243,1248,6865,53083,96047,977570,266313,607222,104035,"27,252"
1991,"GA","Georgia",6623000,48894,849,2800,17762,27483,381165,100317,240359,40489,"27,212"
1991,"HI","Hawaii",1135000,2744,45,375,986,1338,65020,14011,47195,3814,"37,246"
1991,"IA","Iowa",2795000,8477,57,583,1257,6580,107069,23267,79030,4772,"28,553"
1991,"ID","Idaho",1039000,3016,19,300,215,2482,40578,8582,30143,1853,"26,116"
1991,"IL","Illinois",11543000,119955,1300,4615,52653,61387,587868,129284,382942,75642,"31,884"
1991,"IN","Indiana",5610000,28349,423,2318,6506,19102,241930,54814,161039,26077,"27,089"
1991,"KS","Kansas",2495000,12465,153,1118,3453,7741,125616,32601,84258,8757,"29,295"
1991,"KY","Kentucky",3713000,16262,253,1315,3084,11610,108430,29576,70885,7969,"23,764"
1991,"LA","Louisiana",4252000,40438,720,1738,11860,26120,232732,60017,148334,24381,"25,299"
1991,"MA","Massachusetts",5996000,44138,249,1926,11669,30294,274990,69977,149930,55083,"35,714"
1991,"MD","Maryland",4860000,46469,569,2229,19783,23888,255299,56258,163524,35517,"36,952"
1991,"ME","Maine",1235000,1631,15,270,280,1066,44900,11146,31737,2017,"27,868"
1991,"MI","Michigan",9368000,75232,1009,7372,22790,44061,499781,111126,324985,63670,"32,117"
1991,"MN","Minnesota",4432000,14006,131,1762,4345,7768,185268,37832,131330,16106,"29,479"
1991,"MO","Missouri",5158000,39358,543,1756,12952,24107,239982,64643,146533,28806,"27,926"
1991,"MT","Montana",808000,1130,21,160,150,799,28347,4231,22449,1667,"24,827"
1991,"NC","North Carolina",6737000,44355,769,2331,11990,29265,352368,114009,218192,20167,"26,853"
1991,"ND","North Dakota",635000,415,7,116,51,241,17326,2367,14154,805,"25,892"
1991,"NE","Nebraska",1593000,5330,52,447,861,3970,64031,11574,49071,3386,"29,549"
1991,"NH","New Hampshire",1105000,1318,40,330,365,583,36780,8126,26220,2434,"36,032"
1991,"NJ","New Jersey",7760000,49257,406,2259,22744,23848,372212,78821,221544,71847,"40,049"
1991,"NM","New Mexico",1548000,12922,163,811,1862,10086,90474,26672,58441,5361,"26,540"
1991,"NV","Nevada",1284000,8693,152,848,4012,3681,72183,18026,45781,8376,"32,937"
1991,"NY","New York",18058000,210184,2571,5085,112342,90186,917467,204499,531681,181287,"31,794"
1991,"OH","Ohio",10939000,61460,783,5748,23536,31393,489100,115423,318933,54744,"29,790"
1991,"OK","Oklahoma",3175000,18533,230,1615,4094,12594,161449,46934,96842,17673,"25,462"
1991,"OR","Oregon",2922000,14795,133,1561,4387,8714,153370,34363,105145,13862,"30,190"
1991,"PA","Pennsylvania",11961000,53824,758,3435,23191,26440,371814,86074,228142,57598,"30,367"
1991,"RI","Rhode Island",1004000,4638,37,310,1234,3057,45957,11320,26664,7973,"30,836"
1991,"SC","South Carolina",3560000,34621,402,2098,6092,26029,185359,51793,119784,13782,"27,463"
1991,"SD","South Dakota",703000,1281,12,279,132,858,20366,4146,15412,808,"24,639"
1991,"TN","Tennessee",4953000,35955,547,2299,10543,22566,229856,67608,131855,30393,"24,453"
1991,"TX","Texas",17349000,145743,2652,9266,49700,84125,1210784,312693,734261,163830,"27,733"
1991,"UT","Utah",1770000,5077,52,808,976,3241,94178,14872,75041,4265,"28,016"
1991,"VA","Virginia",6286000,23459,583,1879,8651,12346,266160,49224,195652,21284,"36,137"
1991,"VT","Vermont",567000,662,12,173,67,410,21764,5784,15161,819,"29,155"
1991,"WA","Washington",5018000,26224,211,3529,7303,15181,290115,61996,205814,22305,"33,970"
1991,"WI","Wisconsin",4955000,13723,239,1259,5895,6330,207560,37241,148695,21624,"31,133"
1991,"WV","West Virginia",1801000,3440,111,415,779,2135,44528,12009,29369,3150,"23,147"
1991,"WY","Wyoming",460000,1427,15,119,79,1214,18762,3184,14867,711,"29,050"
1992,"USA","United States",255029699,1932274,23760,109062,672478,1126974,12505917,2979884,7915199,1610834,"30,636"
1992,"AK","Alaska",587000,3877,44,579,640,2614,28816,5170,20728,2918,"41,802"
1992,"AL","Alabama",4136000,36052,455,1704,6819,27074,181837,49053,117801,14983,"25,808"
1992,"AR","Arkansas",2399000,13831,259,990,3011,9571,100402,26214,66288,7900,"23,882"
1992,"AZ","Arizona",3832000,25706,312,1647,5867,17880,243629,54095,158053,31481,"29,358"
1992,"CA","California",30867000,345624,3921,12761,130897,198045,1716137,427491,968534,320112,"34,903"
1992,"CO","Colorado",3470000,20086,216,1641,4180,14049,186684,37853,131169,17662,"32,484"
1992,"CT","Connecticut",3281000,16252,166,884,6918,8284,149535,36372,89463,23700,"40,841"
1992,"DC","District of Columbia",589000,16685,443,215,7459,8568,50502,10721,30663,9118,"30,247"
1992,"DE","Delaware",689000,4280,32,591,1042,2615,29126,6598,20419,2109,"35,678"
1992,"FL","Florida",13488000,162827,1208,7310,49482,104827,964533,254755,598093,111685,"27,349"
1992,"GA","Georgia",6751000,49496,741,3057,16863,28835,382934,97402,246619,38913,"28,797"
1992,"HI","Hawaii",1160000,2998,42,440,1151,1365,67901,13006,50544,4351,"42,113"
1992,"IA","Iowa",2812000,7816,44,528,1113,6131,103459,21197,77788,4474,"28,743"
1992,"ID","Idaho",1067000,3003,37,339,229,2398,39636,7934,30023,1679,"27,704"
1992,"IL","Illinois",11631000,113664,1322,4312,47973,60057,556900,125306,359618,71976,"31,551"
1992,"IN","Indiana",5662000,28791,464,2398,6921,19008,236584,53907,157181,25496,"28,530"
1992,"KS","Kansas",2523000,12888,151,1042,3277,8418,121334,32639,80526,8169,"30,346"
1992,"KY","Kentucky",3755000,20107,216,1209,3273,15409,104692,27378,69186,8128,"23,485"
1992,"LA","Louisiana",4287000,42209,747,1813,11636,28013,238438,58574,152938,26926,"25,439"
1992,"MA","Massachusetts",5998000,46727,214,2166,11059,33288,253344,64318,141610,47416,"36,359"
1992,"MD","Maryland",4908000,49085,596,2278,21054,25157,256418,55520,165244,35654,"37,203"
1992,"ME","Maine",1235000,1616,21,294,288,1013,41900,10156,29966,1778,"29,617"
1992,"MI","Michigan",9437000,72672,938,7550,20902,43282,456800,98257,299486,59057,"32,267"
1992,"MN","Minnesota",4480000,15144,150,1840,4906,8248,190520,39859,134750,15911,"30,981"
1992,"MO","Missouri",5193000,38448,547,1895,11783,24223,226246,57127,143288,25831,"27,361"
1992,"MT","Montana",824000,1400,24,210,222,944,36472,5306,29243,1923,"26,525"
1992,"NC","North Carolina",6843000,46600,723,2455,12784,30638,350447,113117,217717,19613,"27,771"
1992,"ND","North Dakota",636000,530,12,148,50,320,17935,2487,14498,950,"26,959"
1992,"NE","Nebraska",1606000,5598,68,504,911,4115,63846,11477,49144,3225,"30,048"
1992,"NH","New Hampshire",1111000,1397,18,424,367,588,32828,6909,23754,2165,"39,436"
1992,"NJ","New Jersey",7789000,48745,397,2392,22216,23740,345718,75508,206686,63524,"39,000"
1992,"NM","New Mexico",1581000,14781,141,990,2202,11448,86942,23896,57072,5974,"25,860"
1992,"NV","Nevada",1327000,9247,145,833,4397,3872,73077,17108,46714,9255,"31,908"
1992,"NY","New York",18119000,203311,2397,5152,108154,87608,858178,193548,495708,168922,"31,051"
1992,"OH","Ohio",11016000,57935,724,5739,21925,29547,456017,104357,299774,51886,"31,404"
1992,"OK","Oklahoma",3212000,20005,210,1556,4376,13863,154459,43678,94180,16601,"25,284"
1992,"OR","Oregon",2977000,15189,139,1580,4507,8963,158100,32945,109274,15881,"31,927"
1992,"PA","Pennsylvania",12009000,51276,746,3324,21701,25505,356155,75834,224150,56171,"29,882"
1992,"RI","Rhode Island",1005000,3965,36,311,950,2668,42044,10529,24052,7463,"30,432"
1992,"SC","South Carolina",3603000,34029,373,2072,6148,25436,178298,49669,116186,12443,"27,578"
1992,"SD","South Dakota",711000,1383,4,368,120,891,19939,3849,15371,719,"26,259"
1992,"TN","Tennessee",5024000,37487,520,2377,10964,23626,220534,63665,127934,28935,"24,318"
1992,"TX","Texas",17656000,142369,2239,9437,44588,86105,1103779,268928,689780,145071,"27,953"
1992,"UT","Utah",1813000,5267,54,823,1014,3376,97322,16045,76964,4313,"34,251"
1992,"VA","Virginia",6377000,23907,564,2008,8787,12548,250211,45217,185506,19488,"38,198"
1992,"VT","Vermont",570000,624,12,142,51,419,18813,4706,13507,600,"32,755"
1992,"WA","Washington",5136000,27454,258,3697,7178,16321,289581,57612,207755,24214,"33,900"
1992,"WI","Wisconsin",5007000,13806,218,1315,5997,6276,202448,34645,146198,21605,"33,308"
1992,"WV","West Virginia",1812000,3833,115,393,788,2537,43455,11287,29200,2968,"20,271"
1992,"WY","Wyoming",466000,1489,17,163,84,1225,19831,3127,16003,701,"30,209"
1993,"USA","United States",257782608,1926017,24526,106014,659870,1135607,12218777,2834808,7820909,1563060,"31,241"
1993,"AK","Alaska",599000,4557,54,502,733,3268,28795,4893,21201,2701,"42,931"
1993,"AL","Alabama",4187000,32676,484,1471,6677,24044,171598,45578,111878,14142,"25,082"
1993,"AR","Arkansas",2424000,14381,247,1028,3027,10079,102231,26646,67767,7818,"23,039"
1993,"AZ","Arizona",3936000,28142,339,1488,6412,19903,264371,57684,172689,33998,"30,510"
1993,"CA","California",31211000,336381,4096,11766,126436,194083,1678884,414182,945407,319295,"34,073"
1993,"CO","Colorado",3566000,20229,206,1633,4160,14230,176856,36011,124787,16058,"34,488"
1993,"CT","Connecticut",3277000,14949,206,800,6447,7496,137443,32052,85876,19515,"39,516"
1993,"DC","District of Columbia",578000,16888,454,324,7107,9003,51091,11534,31495,8062,"27,304"
1993,"DE","Delaware",7e+05,4801,35,539,1307,2920,29304,6244,20853,2207,"36,064"
1993,"FL","Florida",13679000,164975,1224,7359,48913,107479,977363,251063,603784,122516,"28,550"
1993,"GA","Georgia",6917000,50019,789,2448,17154,29628,378348,90423,246849,41076,"31,663"
1993,"HI","Hawaii",1172000,3061,45,394,1214,1408,70505,13310,51912,5283,"42,662"
1993,"IA","Iowa",2814000,9159,66,686,1517,6890,99080,20562,73148,5370,"28,663"
1993,"ID","Idaho",1099000,3097,32,388,186,2491,39161,7350,29795,2016,"31,010"
1993,"IL","Illinois",11697000,112260,1332,4046,44584,62298,544869,118788,360730,65351,"32,857"
1993,"IN","Indiana",5713000,27941,430,2234,6845,18432,227149,48677,154016,24456,"29,475"
1993,"KS","Kansas",2531000,12564,161,1016,3128,8259,113360,28655,76538,8167,"29,770"
1993,"KY","Kentucky",3789000,17530,249,1301,3425,12555,105979,28041,69745,8193,"24,376"
1993,"LA","Louisiana",4295000,45600,874,1817,12182,30727,248461,58768,163334,26359,"26,312"
1993,"MA","Massachusetts",6012000,48393,233,2006,10563,35591,245831,60220,136548,49063,"37,064"
1993,"MD","Maryland",4965000,49540,632,2185,21582,25141,253647,56246,163471,33930,"39,939"
1993,"ME","Maine",1239000,1558,20,329,264,945,37519,8909,26945,1665,"27,438"
1993,"MI","Michigan",9478000,75021,933,6740,22601,44747,441767,93143,290333,58291,"32,662"
1993,"MN","Minnesota",4517000,15986,155,2796,5092,7943,183347,38147,129727,15473,"33,682"
1993,"MO","Missouri",5234000,38963,590,1894,12654,23825,227731,53673,145392,28666,"28,682"
1993,"MT","Montana",839000,1489,25,234,272,958,38699,5992,30641,2066,"26,470"
1993,"NC","North Carolina",6945000,47178,785,2379,13364,30650,345377,105270,220071,20036,"28,820"
1993,"ND","North Dakota",635000,522,11,149,53,309,17387,2370,14073,944,"28,118"
1993,"NE","Nebraska",1607000,6071,63,447,1003,4558,62725,10662,46811,5252,"31,008"
1993,"NH","New Hampshire",1125000,1550,23,499,307,721,31131,5795,23153,2183,"37,964"
1993,"NJ","New Jersey",7879000,49390,418,2215,23319,23438,328867,76738,195876,56253,"40,500"
1993,"NM","New Mexico",1616000,15024,130,842,2237,11815,86236,22966,56723,6547,"26,758"
1993,"NV","Nevada",1389000,12157,144,846,4724,6443,73685,17293,46137,10255,"35,814"
1993,"NY","New York",18197000,195352,2420,5008,102122,85802,814824,181709,481166,151949,"31,697"
1993,"OH","Ohio",11091000,55915,667,5444,21373,28431,441550,97394,295880,48276,"31,285"
1993,"OK","Oklahoma",3231000,20512,273,1592,3935,14712,150546,39903,95111,15532,"26,260"
1993,"OR","Oregon",3032000,15254,140,1554,3930,9630,159558,31072,110878,17608,"33,138"
1993,"PA","Pennsylvania",12048000,50295,823,3195,21563,24714,343841,70125,220683,53033,"30,995"
1993,"RI","Rhode Island",1e+06,4017,39,286,1011,2681,40973,10409,24101,6463,"33,509"
1993,"SC","South Carolina",3643000,37281,377,1905,6825,28174,177779,47695,117553,12531,"26,053"
1993,"SD","South Dakota",715000,1490,24,318,107,1041,19661,3927,14915,819,"27,737"
1993,"TN","Tennessee",5099000,39047,521,2544,11224,24758,228117,60299,137683,30135,"25,102"
1993,"TX","Texas",18031000,137419,2147,9922,40469,84881,1023612,233913,664862,124837,"28,727"
1993,"UT","Utah",1860000,5599,58,829,1090,3622,91816,14708,72603,4505,"35,786"
1993,"VA","Virginia",6491000,24160,539,2083,9216,12322,242975,43338,181104,18533,"36,433"
1993,"VT","Vermont",576000,658,21,229,52,356,22223,5036,16423,764,"31,065"
1993,"WA","Washington",5255000,27040,271,3384,7204,16181,285753,56083,205701,23969,"35,655"
1993,"WI","Wisconsin",5038000,13321,222,1269,5714,6116,190923,33400,139148,18375,"31,766"
1993,"WV","West Virginia",1820000,3793,126,365,782,2520,42300,10904,28456,2940,"22,421"
1993,"WY","Wyoming",470000,1345,16,161,81,1087,18221,3023,14470,728,"29,442"
1994,"USA","United States",260327021,1857670,23326,102216,618949,1113179,12131873,2712774,7879812,1539287,"32,264"
1994,"AK","Alaska",606000,4644,38,418,886,3302,29947,4848,21824,3275,"45,367"
1994,"AL","Alabama",4219000,28844,501,1487,7223,19633,178015,44064,119951,14000,"27,196"
1994,"AR","Arkansas",2453000,14598,294,1028,3158,10118,103115,26911,68478,7726,"25,565"
1994,"AZ","Arizona",4075000,28653,426,1465,6601,20161,294273,60157,190649,43467,"31,293"
1994,"CA","California",31431000,318395,3703,10984,112160,191548,1622102,384257,929640,308205,"35,331"
1994,"CO","Colorado",3656000,18632,199,1579,3910,12944,175808,33843,127600,14365,"37,833"
1994,"CT","Connecticut",3275000,14916,215,806,6150,7745,134030,29142,84721,20167,"41,097"
1994,"DC","District of Columbia",570000,15177,399,249,6311,8218,48009,10037,29711,8261,"30,116"
1994,"DE","Delaware",706000,4549,33,546,1141,2829,29971,6198,20828,2945,"35,873"
1994,"FL","Florida",13953000,160016,1165,7301,45871,105679,991105,237341,626578,127186,"29,294"
1994,"GA","Georgia",7055000,47103,703,2448,15703,28249,376926,81406,256208,39312,"31,467"
1994,"HI","Hawaii",1179000,3091,50,359,1221,1461,75672,14029,55260,6383,"42,255"
1994,"IA","Iowa",2829000,8914,47,666,1327,6874,94475,18872,70507,5096,"33,079"
1994,"ID","Idaho",1133000,3238,40,316,209,2673,42954,8147,32597,2210,"31,536"
1994,"IL","Illinois",11752000,112928,1378,3913,43788,63849,548222,118116,363888,66218,"35,081"
1994,"IN","Indiana",5752000,30205,453,2046,7490,20216,233975,48921,160043,25011,"27,858"
1994,"KS","Kansas",2554000,11314,170,1055,2940,7149,112477,28635,75459,8383,"28,322"
1994,"KY","Kentucky",3827000,16991,244,1350,3595,11802,110725,28718,73449,8558,"26,595"
1994,"LA","Louisiana",4315000,42369,856,1923,11530,28060,245488,55188,164081,26219,"25,676"
1994,"MA","Massachusetts",6041000,42749,214,1825,10160,30550,225532,53222,129962,42348,"40,500"
1994,"MD","Maryland",5006000,47457,579,2035,20147,24696,259039,52234,168608,38197,"39,198"
1994,"ME","Maine",1240000,1611,28,318,278,987,38971,8938,28257,1776,"30,316"
1994,"MI","Michigan",9496000,72751,927,6720,21733,43371,444325,91849,290172,62304,"35,284"
1994,"MN","Minnesota",4567000,16397,147,2725,5370,8155,181856,36157,131344,14355,"33,644"
1994,"MO","Missouri",5278000,39240,554,1955,12178,24553,240898,55577,158283,27038,"30,190"
1994,"MT","Montana",856000,1516,28,233,280,975,41445,6178,32817,2450,"27,631"
1994,"NC","North Carolina",7070000,46308,772,2334,12811,30391,351397,104118,225937,21342,"30,114"
1994,"ND","North Dakota",638000,522,1,149,71,301,16933,2070,13899,964,"28,278"
1994,"NE","Nebraska",1623000,6322,51,500,1223,4548,65746,10963,48547,6236,"31,794"
1994,"NH","New Hampshire",1137000,1328,16,407,308,597,29837,5275,22260,2302,"35,245"
1994,"NJ","New Jersey",7904000,48544,396,1972,22762,23414,319856,72074,195618,52164,"42,280"
1994,"NM","New Mexico",1654000,14708,177,866,2329,11336,87638,21945,57343,8350,"26,905"
1994,"NV","Nevada",1457000,14597,170,1001,5134,8292,82693,19735,51893,11065,"35,871"
1994,"NY","New York",18169000,175433,2016,4700,86617,82100,745845,164650,452322,128873,"31,899"
1994,"OH","Ohio",11102000,53930,662,5231,20821,27216,441380,96175,297792,47413,"31,855"
1994,"OK","Oklahoma",3258000,21225,226,1616,4174,15209,160250,40764,104025,15461,"26,991"
1994,"OR","Oregon",3086000,16067,150,1333,4264,10320,178240,33970,122506,21764,"31,456"
1994,"PA","Pennsylvania",12052000,51425,712,3145,22497,25071,342901,66468,222280,54153,"32,066"
1994,"RI","Rhode Island",997000,3744,41,273,870,2560,37323,9101,23039,5183,"31,928"
1994,"SC","South Carolina",3664000,37756,353,1991,6817,28595,182114,46678,122252,13184,"29,846"
1994,"SD","South Dakota",721000,1641,10,303,135,1193,20726,3938,15916,872,"29,733"
1994,"TN","Tennessee",5175000,38705,482,2545,10735,24943,226247,59080,138173,28994,"28,639"
1994,"TX","Texas",18378000,129838,2022,9102,37643,81071,949387,214687,623947,110753,"30,755"
1994,"UT","Utah",1908000,5810,56,806,1213,3735,95332,15089,74554,5689,"35,716"
1994,"VA","Virginia",6552000,23437,571,1868,8704,12294,241763,41855,181619,18289,"37,647"
1994,"VT","Vermont",580000,562,6,160,71,325,18290,4274,13154,862,"35,802"
1994,"WA","Washington",5343000,27317,294,3230,7464,16329,294734,55793,212198,26743,"33,533"
1994,"WI","Wisconsin",5082000,13748,227,1192,5739,6590,186704,32824,135559,18321,"35,388"
1994,"WV","West Virginia",1822000,3931,99,370,772,2690,42136,10673,28189,3274,"23,564"
1994,"WY","Wyoming",476000,1297,16,160,79,1042,19122,3097,15254,771,"33,140"
1995,"USA","United States",262803276,1798792,21606,97470,580509,1099207,12063935,2593784,7997710,1472441,"34,076"
1995,"AK","Alaska",604000,4656,55,485,937,3179,30097,5055,21891,3151,"47,954"
1995,"AL","Alabama",4253000,26894,475,1350,7900,17169,179294,43586,120967,14741,"25,991"
1995,"AR","Arkansas",2484000,13741,259,925,3122,9435,102780,24763,69935,8082,"25,814"
1995,"AZ","Arizona",4218000,30095,439,1418,7329,20909,316355,59762,207763,48830,"30,863"
1995,"CA","California",31589000,305154,3531,10554,104611,186458,1536830,353895,902456,280479,"37,009"
1995,"CO","Colorado",3747000,16494,216,1480,3604,11194,185705,35001,136184,14520,"40,706"
1995,"CT","Connecticut",3275000,13293,150,776,5345,7022,134188,29095,87401,17692,"40,243"
1995,"DC","District of Columbia",554000,14744,360,292,6864,7228,52697,10185,32319,10193,"30,748"
1995,"DE","Delaware",717000,5198,25,575,1425,3173,31790,6491,22329,2970,"34,928"
1995,"FL","Florida",14166000,151711,1037,6887,42485,101302,939288,215657,612311,111320,"29,745"
1995,"GA","Georgia",7201000,47317,683,2539,14777,29318,385005,76324,264872,43809,"34,099"
1995,"HI","Hawaii",1187000,3509,56,336,1553,1564,81938,13832,59907,8199,"42,851"
1995,"IA","Iowa",2842000,10071,51,619,1507,7894,106504,21527,78645,6332,"35,519"
1995,"ID","Idaho",1163000,3745,48,330,279,3088,47444,9069,35560,2815,"32,676"
1995,"IL","Illinois",11830000,117836,1221,4313,39139,73163,527572,108555,357143,61874,"38,071"
1995,"IN","Indiana",5803000,30451,466,1930,7844,20211,238317,47676,163618,27023,"33,385"
1995,"KS","Kansas",2565000,10792,159,938,2775,6920,114558,27404,78855,8299,"30,341"
1995,"KY","Kentucky",3860000,14079,276,1231,4001,8571,115298,28389,76906,10003,"29,810"
